"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2016-12-21,2016-12-27,"Standard Class","Consumer","United States","Daytona Beach","Florida",32114,"South","Office Supplies","Envelopes","Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","Office Supplies","Envelopes","Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",27.312
2016-12-20,2016-12-24,"Standard Class","Consumer","United States","Bullhead City","Arizona",86442,"West","Office Supplies","Envelopes","#6 3/4 Gummed Flap White Envelopes","Office Supplies","Envelopes","#6 3/4 Gummed Flap White Envelopes",7.92
2016-12-20,2016-12-24,"Standard Class","Consumer","United States","Bullhead City","Arizona",86442,"West","Furniture","Furnishings","Nu-Dell Float Frame 11 x 14 1/2","Furniture","Furnishings","Nu-Dell Float Frame 11 x 14 1/2",14.368
2016-11-27,2016-12-01,"Standard Class","Home Office","United States","Los Angeles","California",90049,"West","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","Sony 64GB Class 10 Micro SDHC R40 Memory Card",107.97
2016-11-27,2016-12-01,"Standard Class","Home Office","United States","Los Angeles","California",90049,"West","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","Office Supplies","Paper","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",113.82
2018-08-27,2018-09-01,"Standard Class","Consumer","United States","Franklin","Tennessee",37064,"South","Office Supplies","Paper","Xerox 217","Office Supplies","Paper","Xerox 217",5.184
2015-03-22,2015-03-22,"Same Day","Consumer","United States","Portage","Indiana",46368,"Central","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","Office Supplies","Art","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28
2018-12-17,2018-12-21,"Standard Class","Consumer","United States","Arlington","Virginia",22204,"South","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart","Office Supplies","Storage","Adjustable Depth Letter/Legal Cart",544.38
2018-03-19,2018-03-22,"First Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""","Office Supplies","Binders","ACCOHIDE 3-Ring Binder, Blue, 1""",19.824
2018-03-19,2018-03-22,"First Class","Consumer","United States","San Francisco","California",94110,"West","Technology","Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Technology","Phones","Jawbone MINI JAMBOX Wireless Bluetooth Speaker",657.504
2018-03-19,2018-03-22,"First Class","Consumer","United States","San Francisco","California",94110,"West","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard","Technology","Accessories","Logitech K350 2.4Ghz Wireless Keyboard",99.54
2018-03-19,2018-03-22,"First Class","Consumer","United States","San Francisco","California",94110,"West","Technology","Accessories","Logitech Wireless Marathon Mouse M705","Technology","Accessories","Logitech Wireless Marathon Mouse M705",199.96
2017-09-18,2017-09-25,"Standard Class","Consumer","United States","New Rochelle","New York",10801,"East","Furniture","Chairs","Global Leather Executive Chair","Furniture","Chairs","Global Leather Executive Chair",631.782
2017-09-18,2017-09-25,"Standard Class","Consumer","United States","New Rochelle","New York",10801,"East","Furniture","Furnishings","DAX Two-Tone Silver Metal Document Frame","Furniture","Furnishings","DAX Two-Tone Silver Metal Document Frame",60.72
2018-11-24,2018-11-29,"Second Class","Consumer","United States","Mesa","Arizona",85204,"West","Office Supplies","Binders","GBC Recycled Grain Textured Covers","Office Supplies","Binders","GBC Recycled Grain Textured Covers",20.724
2018-11-24,2018-11-29,"Second Class","Consumer","United States","Mesa","Arizona",85204,"West","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",415.872
2018-04-11,2018-04-15,"Standard Class","Consumer","United States","Lancaster","Ohio",43130,"East","Office Supplies","Storage","Sterilite Officeware Hinged File Box","Office Supplies","Storage","Sterilite Officeware Hinged File Box",16.768
2018-04-11,2018-04-15,"Standard Class","Consumer","United States","Lancaster","Ohio",43130,"East","Technology","Accessories","Kingston Digital DataTraveler 32GB USB 2.0","Technology","Accessories","Kingston Digital DataTraveler 32GB USB 2.0",27.12
2018-12-10,2018-12-12,"Second Class","Consumer","United States","Stockton","California",95207,"West","Technology","Phones","Jackery Bar Premium Fast-charging Portable Charger","Technology","Phones","Jackery Bar Premium Fast-charging Portable Charger",95.84
2018-12-10,2018-12-12,"Second Class","Consumer","United States","Stockton","California",95207,"West","Office Supplies","Paper","Xerox 225","Office Supplies","Paper","Xerox 225",12.96
2018-11-24,2018-11-26,"Second Class","Corporate","United States","Asheville","North Carolina",28806,"South","Office Supplies","Binders","Avery Durable Slant Ring Binders","Office Supplies","Binders","Avery Durable Slant Ring Binders",19.008
2016-12-04,2016-12-07,"Second Class","Consumer","United States","Clarksville","Tennessee",37042,"South","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",1598.058
2016-12-04,2016-12-07,"Second Class","Consumer","United States","Clarksville","Tennessee",37042,"South","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","Deluxe Chalkboard Eraser Cleaner",36.96
2018-12-11,2018-12-11,"Same Day","Consumer","United States","Aurora","Illinois",60505,"Central","Office Supplies","Paper","Xerox 21","Office Supplies","Paper","Xerox 21",10.368
2018-12-11,2018-12-11,"Same Day","Consumer","United States","Aurora","Illinois",60505,"Central","Furniture","Furnishings","Electrix Halogen Magnifier Lamp","Furniture","Furnishings","Electrix Halogen Magnifier Lamp",77.72
2018-12-11,2018-12-11,"Same Day","Consumer","United States","Aurora","Illinois",60505,"Central","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",520.464
2017-05-21,2017-05-23,"First Class","Corporate","United States","Warwick","Rhode Island",2886,"East","Office Supplies","Paper","Easy-staple paper","Office Supplies","Paper","Easy-staple paper",111.96
2018-02-17,2018-02-21,"Second Class","Consumer","United States","Lafayette","Louisiana",70506,"South","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7","Technology","Phones","KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",29.16
2018-05-20,2018-05-22,"Second Class","Consumer","United States","Fargo","North Dakota",58103,"Central","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",131.94
2018-05-20,2018-05-22,"Second Class","Consumer","United States","Fargo","North Dakota",58103,"Central","Office Supplies","Art","BIC Brite Liner Highlighters, Chisel Tip","Office Supplies","Art","BIC Brite Liner Highlighters, Chisel Tip",25.92
2018-05-20,2018-05-22,"Second Class","Consumer","United States","Fargo","North Dakota",58103,"Central","Office Supplies","Storage","Fellowes High-Stak Drawer Files","Office Supplies","Storage","Fellowes High-Stak Drawer Files",704.76
2018-05-20,2018-05-22,"Second Class","Consumer","United States","Fargo","North Dakota",58103,"Central","Office Supplies","Fasteners","Staples","Office Supplies","Fasteners","Staples",7.41
2018-05-20,2018-05-22,"Second Class","Consumer","United States","Fargo","North Dakota",58103,"Central","Office Supplies","Art","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box","Office Supplies","Art","Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",21.5
2018-09-11,2018-09-13,"Second Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Fasteners","Acco Hot Clips Clips to Go","Office Supplies","Fasteners","Acco Hot Clips Clips to Go",10.528
2018-09-11,2018-09-13,"Second Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Paper","Xerox 1927","Office Supplies","Paper","Xerox 1927",20.544
2017-11-05,2017-11-10,"Standard Class","Home Office","United States","Lawrence","Indiana",46226,"Central","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",104.9
2017-11-05,2017-11-10,"Standard Class","Home Office","United States","Lawrence","Indiana",46226,"Central","Office Supplies","Art","Prismacolor Color Pencil Set","Office Supplies","Art","Prismacolor Color Pencil Set",39.68
2017-11-05,2017-11-10,"Standard Class","Home Office","United States","Lawrence","Indiana",46226,"Central","Office Supplies","Labels","Avery 503","Office Supplies","Labels","Avery 503",51.75
2018-07-23,2018-07-25,"Second Class","Consumer","United States","Elkhart","Indiana",46514,"Central","Office Supplies","Art","Quartet Omega Colored Chalk, 12/Pack","Office Supplies","Art","Quartet Omega Colored Chalk, 12/Pack",11.68
2018-07-23,2018-07-25,"Second Class","Consumer","United States","Elkhart","Indiana",46514,"Central","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",159.75
2017-11-18,2017-11-24,"Standard Class","Corporate","United States","Kent","Ohio",44240,"East","Office Supplies","Appliances","Holmes 99% HEPA Air Purifier","Office Supplies","Appliances","Holmes 99% HEPA Air Purifier",103.968
2015-04-25,2015-04-30,"Standard Class","Home Office","United States","San Gabriel","California",91776,"West","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25
2015-04-25,2015-04-30,"Standard Class","Home Office","United States","San Gabriel","California",91776,"West","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",270.72
2015-04-25,2015-04-30,"Standard Class","Home Office","United States","San Gabriel","California",91776,"West","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",1487.04
2016-11-30,2016-12-02,"Second Class","Home Office","United States","Henderson","Kentucky",42420,"South","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48
2016-11-30,2016-12-02,"Second Class","Home Office","United States","Henderson","Kentucky",42420,"South","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88
2016-10-25,2016-10-30,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener",60.45
2016-10-25,2016-10-30,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Furniture","Tables","Balt Solid Wood Rectangular Table","Furniture","Tables","Balt Solid Wood Rectangular Table",253.176
2016-07-20,2016-07-27,"Standard Class","Consumer","United States","Highland Park","Illinois",60035,"Central","Office Supplies","Binders","Avery Durable Binders","Office Supplies","Binders","Avery Durable Binders",2.88
2016-07-20,2016-07-27,"Standard Class","Consumer","United States","Highland Park","Illinois",60035,"Central","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase","Furniture","Bookcases","O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",384.944
2016-07-20,2016-07-27,"Standard Class","Consumer","United States","Highland Park","Illinois",60035,"Central","Technology","Phones","Pyle PMP37LED","Technology","Phones","Pyle PMP37LED",153.584
2016-07-20,2016-07-27,"Standard Class","Consumer","United States","Highland Park","Illinois",60035,"Central","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43
2017-10-27,2017-11-02,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Appliances","Staple holder","Office Supplies","Appliances","Staple holder",43.92
2017-10-27,2017-11-02,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Office Supplies","Binders","Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032
2018-11-20,2018-11-22,"First Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Paper","Xerox 1968","Office Supplies","Paper","Xerox 1968",46.76
2018-11-20,2018-11-22,"First Class","Consumer","United States","New York City","New York",10035,"East","Furniture","Bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish","Furniture","Bookcases","Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968
2018-11-20,2018-11-22,"First Class","Consumer","United States","New York City","New York",10035,"East","Technology","Phones","Samsung Galaxy Mega 6.3","Technology","Phones","Samsung Galaxy Mega 6.3",1259.97
2018-11-20,2018-11-22,"First Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener",68.97
2017-09-08,2017-09-12,"Standard Class","Corporate","United States","Dallas","Texas",75081,"Central","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener",70.368
2017-09-08,2017-09-12,"Standard Class","Corporate","United States","Dallas","Texas",75081,"Central","Technology","Phones","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","Technology","Phones","Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96
